Entity,Field,RawDefinition,Position,SuggestedType,Required,UnitOrFormat,Sensitivity,Visibility,ForbiddenExposure,Validation,HistoryRule,Stage,P0,Source,Status
OfflineSettlementRecord,statementId,statementId,2,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OfflineSettlementRecord,paidAmount,paidAmount,3,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OfflineSettlementRecord,paidAt,paidAt,4,DateTime,YES,ISO-8601+明确时区,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OfflineSettlementRecord,bankReference,bankReference,5,String,YES,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OfflineSettlementRecord,voucherUrl,voucherUrl,6,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OfflineSettlementRecord,recordedBy,recordedBy,7,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ApprovalTask,id,id,1,UUID,YES,UUID v4 canonical lowercase text,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,approvalType,approvalType,2,Enum<SUPPLIER_ONBOARDING|FUNCTIONAL_ACCOUNT_CHANGE|SENSITIVE_EXPORT|SUPPLIER_SENSITIVE_CHANGE>,YES,SUPPLIER_ONBOARDING|FUNCTIONAL_ACCOUNT_CHANGE|SENSITIVE_EXPORT|SUPPLIER_SENSITIVE_CHANGE,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,objectType,objectType,3,Enum<SUPPLIER|FUNCTIONAL_ACCOUNT|EXPORT_JOB>,YES,SUPPLIER|FUNCTIONAL_ACCOUNT|EXPORT_JOB,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,objectId,objectId,4,UUID,YES,UUID v4 canonical lowercase text,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,applicantType,applicantType,5,Enum<COMPANY_USER|SUPPLIER_USER>,YES,COMPANY_USER|SUPPLIER_USER,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,applicantId,applicantId,6,UUID,YES,natural identity UUID; separation key is identityType+identityId,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,copied from the authenticated natural identity and cannot be supplied by the client,追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,status,status,7,Enum<PENDING|IN_REVIEW|APPROVED|REJECTED|CANCELLED>,YES,PENDING|IN_REVIEW|APPROVED|REJECTED|CANCELLED,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,assignedAccountTypeCode,assignedAccountTypeCode,8,Enum<COMPANY_SUPPLIER_OPS|COMPANY_SUPER_ADMIN|COMPANY_AUDIT|SUPPLIER_ACCOUNT_ADMIN>,YES,COMPANY_SUPPLIER_OPS|COMPANY_SUPER_ADMIN|COMPANY_AUDIT|SUPPLIER_ACCOUNT_ADMIN,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,reviewedBy,reviewedBy?,9,UUID,NO,natural identity UUID; separation key is identityType+identityId,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,copied from reviewer natural identity and must differ from applicantId when dual review applies,追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,reviewOpinion,reviewOpinion?,10,String,NO,1..1000 UTF-8 chars when required by decision,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ApprovalTask,version,version,11,Int,YES,integer >= 0; optimistic-lock token,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,review update must affect exactly one matching version,追加/版本/快照，不覆盖已生效历史,M1,"P0-072,P0-003,P0-045",综合方案§13核心数据模型与§3自然人职责分离,FROZEN_M1_000
ExportJob,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,requesterType,requesterType,2,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,requesterId,requesterId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,resource,resource,4,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,filterSnapshot,filterSnapshot,5,Json,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,selectedFields,selectedFields,6,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,reason,reason,7,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,approvalStatus,approvalStatus,8,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,fileUrl,fileUrl?,9,String,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,expiresAt,expiresAt?,10,DateTime,NO,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ExportJob,status,status,11,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M5,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
AuditLog,id,id,1,UUID,YES,UUID v4 canonical lowercase text,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
AuditLog,actorType,actorType,2,Enum<COMPANY_USER|SUPPLIER_USER|SYSTEM>,YES,COMPANY_USER|SUPPLIER_USER|SYSTEM,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
AuditLog,actorId,actorId,3,UUID,YES,UUID v4 canonical lowercase text,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,copied from authenticated natural identity or the fixed SYSTEM identity,追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
AuditLog,action,action,4,Enum<StringCode>,YES,"stable lowercase code; ^[a-z][a-z0-9_.:-]{1,127}$",INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
AuditLog,objectType,objectType,5,Enum<StringCode>,YES,schema-constrained scalar,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
AuditLog,objectId,objectId,6,UUID,YES,UUID v4 canonical lowercase text,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
AuditLog,beforeSnapshot,beforeSnapshot,7,Json,YES,AuditLogBeforeSnapshotSchemaV1,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,sensitive values are masked or omitted before append-only persistence,追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
AuditLog,afterSnapshot,afterSnapshot,8,Json,YES,AuditLogAfterSnapshotSchemaV1,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,sensitive values are masked or omitted before append-only persistence,追加/版本/快照，不覆盖已生效历史,M1,"P0-045,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
